*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************
*****  SMIC Interconnect Capacitance Table     ************
***********************************************************

Process: 	65nm Mixed Signal Low Leakage 1P10M(1P9M, 1P8M, 1P7M, 1P6M) Salicide, Triple Voltage (1.2V/1.8/2.5V)
Version: 	1.0
Date: 		2009-09-31
Corner:  	Typical
Structure: 	Structure-1 (Parallel lines above a bottom plate)
(Please refer to SMIC SPICE document for the definition of each capacitance)


***********************
* Layers:	M1-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.500	4.000	1.43E-01	3.08E-02	8.34E-03	5.18E-02	1.12E-02
1.500	5.000	1.27E-01	3.51E-02	8.34E-03	4.25E-02	1.34E-02
1.500	6.000	1.17E-01	3.91E-02	8.34E-03	3.59E-02	1.54E-02
1.500	7.000	1.10E-01	4.28E-02	8.34E-03	3.09E-02	1.72E-02
1.500	8.000	1.05E-01	4.63E-02	8.34E-03	2.68E-02	1.90E-02
1.500	9.000	1.01E-01	4.95E-02	8.34E-03	2.36E-02	2.06E-02
1.500	10.000	9.78E-02	5.24E-02	8.34E-03	2.09E-02	2.21E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M1 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.500	1.400	2.82E-01	2.00E-02	9.14E-03	1.24E-01	5.43E-03
1.500	1.500	2.68E-01	2.05E-02	9.14E-03	1.17E-01	5.70E-03
1.500	1.600	2.56E-01	2.12E-02	9.14E-03	1.11E-01	6.01E-03
1.500	1.800	2.35E-01	2.23E-02	9.14E-03	1.00E-01	6.56E-03
1.500	2.000	2.19E-01	2.32E-02	9.14E-03	9.17E-02	7.04E-03
1.500	2.500	1.89E-01	2.59E-02	9.14E-03	7.62E-02	8.36E-03
1.500	3.000	1.69E-01	2.84E-02	9.14E-03	6.54E-02	9.65E-03
1.500	3.500	1.54E-01	3.10E-02	9.14E-03	5.74E-02	1.09E-02
1.500	4.000	1.44E-01	3.34E-02	9.14E-03	5.11E-02	1.21E-02
1.500	5.000	1.28E-01	3.80E-02	9.14E-03	4.19E-02	1.44E-02
1.500	6.000	1.18E-01	4.22E-02	9.14E-03	3.52E-02	1.65E-02
1.500	7.000	1.11E-01	4.62E-02	9.14E-03	3.01E-02	1.85E-02
1.500	8.000	1.06E-01	4.98E-02	9.14E-03	2.61E-02	2.03E-02
1.500	9.000	1.03E-01	5.32E-02	9.14E-03	2.29E-02	2.20E-02
1.500	10.000	1.00E-01	5.62E-02	9.14E-03	2.01E-02	2.35E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M2 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.500	1.400	2.82E-01	2.17E-02	1.00E-02	1.23E-01	5.84E-03
1.500	1.500	2.68E-01	2.23E-02	1.00E-02	1.16E-01	6.14E-03
1.500	1.600	2.56E-01	2.29E-02	1.00E-02	1.10E-01	6.43E-03
1.500	1.800	2.36E-01	2.40E-02	1.00E-02	9.97E-02	6.98E-03
1.500	2.000	2.20E-01	2.51E-02	1.00E-02	9.13E-02	7.56E-03
1.500	2.500	1.90E-01	2.80E-02	1.00E-02	7.56E-02	9.00E-03
1.500	3.000	1.70E-01	3.08E-02	1.00E-02	6.48E-02	1.04E-02
1.500	3.500	1.56E-01	3.35E-02	1.00E-02	5.68E-02	1.17E-02
1.500	4.000	1.45E-01	3.61E-02	1.00E-02	5.05E-02	1.30E-02
1.500	5.000	1.30E-01	4.09E-02	1.00E-02	4.11E-02	1.55E-02
1.500	6.000	1.20E-01	4.55E-02	1.00E-02	3.45E-02	1.77E-02
1.500	7.000	1.13E-01	4.96E-02	1.00E-02	2.94E-02	1.98E-02
1.500	8.000	1.09E-01	5.35E-02	1.00E-02	2.54E-02	2.18E-02
1.500	9.000	1.05E-01	5.70E-02	1.00E-02	2.22E-02	2.35E-02
1.500	10.000	1.03E-01	6.03E-02	1.00E-02	1.95E-02	2.51E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M3 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.500	1.400	2.82E-01	2.36E-02	1.10E-02	1.23E-01	6.27E-03
1.500	1.500	2.69E-01	2.43E-02	1.10E-02	1.16E-01	6.62E-03
1.500	1.600	2.57E-01	2.49E-02	1.10E-02	1.10E-01	6.95E-03
1.500	1.800	2.37E-01	2.62E-02	1.10E-02	9.92E-02	7.59E-03
1.500	2.000	2.20E-01	2.75E-02	1.10E-02	9.07E-02	8.21E-03
1.500	2.500	1.91E-01	3.06E-02	1.10E-02	7.50E-02	9.77E-03
1.500	3.000	1.71E-01	3.36E-02	1.10E-02	6.41E-02	1.13E-02
1.500	3.500	1.57E-01	3.65E-02	1.10E-02	5.61E-02	1.27E-02
1.500	4.000	1.46E-01	3.93E-02	1.10E-02	4.97E-02	1.41E-02
1.500	5.000	1.32E-01	4.45E-02	1.10E-02	4.04E-02	1.67E-02
1.500	6.000	1.22E-01	4.94E-02	1.10E-02	3.37E-02	1.92E-02
1.500	7.000	1.16E-01	5.37E-02	1.10E-02	2.86E-02	2.13E-02
1.500	8.000	1.11E-01	5.78E-02	1.10E-02	2.46E-02	2.34E-02
1.500	9.000	1.08E-01	6.14E-02	1.10E-02	2.14E-02	2.52E-02
1.500	10.000	1.05E-01	6.48E-02	1.10E-02	1.87E-02	2.69E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M4 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.500	1.400	2.83E-01	2.60E-02	1.23E-02	1.22E-01	6.83E-03
1.500	1.500	2.70E-01	2.67E-02	1.23E-02	1.15E-01	7.19E-03
1.500	1.600	2.58E-01	2.74E-02	1.23E-02	1.09E-01	7.55E-03
1.500	1.800	2.38E-01	2.89E-02	1.23E-02	9.86E-02	8.29E-03
1.500	2.000	2.21E-01	3.03E-02	1.23E-02	9.01E-02	8.98E-03
1.500	2.500	1.92E-01	3.37E-02	1.23E-02	7.43E-02	1.07E-02
1.500	3.000	1.72E-01	3.70E-02	1.23E-02	6.33E-02	1.23E-02
1.500	3.500	1.59E-01	4.01E-02	1.23E-02	5.51E-02	1.39E-02
1.500	4.000	1.48E-01	4.32E-02	1.23E-02	4.89E-02	1.54E-02
1.500	5.000	1.34E-01	4.87E-02	1.23E-02	3.95E-02	1.82E-02
1.500	6.000	1.25E-01	5.39E-02	1.23E-02	3.28E-02	2.08E-02
1.500	7.000	1.19E-01	5.85E-02	1.23E-02	2.77E-02	2.31E-02
1.500	8.000	1.14E-01	6.27E-02	1.23E-02	2.38E-02	2.52E-02
1.500	9.000	1.11E-01	6.65E-02	1.23E-02	2.06E-02	2.71E-02
1.500	10.000	1.09E-01	6.99E-02	1.23E-02	1.79E-02	2.88E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M5 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.500	1.400	2.84E-01	2.90E-02	1.39E-02	1.22E-01	7.55E-03
1.500	1.500	2.71E-01	2.98E-02	1.39E-02	1.15E-01	7.95E-03
1.500	1.600	2.59E-01	3.06E-02	1.39E-02	1.08E-01	8.35E-03
1.500	1.800	2.39E-01	3.23E-02	1.39E-02	9.78E-02	9.17E-03
1.500	2.000	2.23E-01	3.38E-02	1.39E-02	8.92E-02	9.95E-03
1.500	2.500	1.94E-01	3.77E-02	1.39E-02	7.34E-02	1.19E-02
1.500	3.000	1.74E-01	4.12E-02	1.39E-02	6.24E-02	1.37E-02
1.500	3.500	1.61E-01	4.47E-02	1.39E-02	5.42E-02	1.54E-02
1.500	4.000	1.51E-01	4.79E-02	1.39E-02	4.78E-02	1.70E-02
1.500	5.000	1.37E-01	5.40E-02	1.39E-02	3.84E-02	2.00E-02
1.500	6.000	1.28E-01	5.94E-02	1.39E-02	3.18E-02	2.27E-02
1.500	7.000	1.22E-01	6.43E-02	1.39E-02	2.67E-02	2.52E-02
1.500	8.000	1.18E-01	6.88E-02	1.39E-02	2.28E-02	2.74E-02
1.500	9.000	1.15E-01	7.27E-02	1.39E-02	1.97E-02	2.94E-02
1.500	10.000	1.13E-01	7.62E-02	1.39E-02	1.70E-02	3.11E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M6 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.500	1.400	2.86E-01	3.29E-02	1.60E-02	1.21E-01	8.45E-03
1.500	1.500	2.72E-01	3.38E-02	1.60E-02	1.14E-01	8.89E-03
1.500	1.600	2.60E-01	3.47E-02	1.60E-02	1.07E-01	9.36E-03
1.500	1.800	2.41E-01	3.65E-02	1.60E-02	9.67E-02	1.03E-02
1.500	2.000	2.25E-01	3.83E-02	1.60E-02	8.82E-02	1.11E-02
1.500	2.500	1.96E-01	4.26E-02	1.60E-02	7.22E-02	1.33E-02
1.500	3.000	1.77E-01	4.65E-02	1.60E-02	6.12E-02	1.52E-02
1.500	3.500	1.64E-01	5.03E-02	1.60E-02	5.30E-02	1.72E-02
1.500	4.000	1.54E-01	5.39E-02	1.60E-02	4.66E-02	1.89E-02
1.500	5.000	1.41E-01	6.04E-02	1.60E-02	3.72E-02	2.22E-02
1.500	6.000	1.32E-01	6.63E-02	1.60E-02	3.06E-02	2.51E-02
1.500	7.000	1.27E-01	7.15E-02	1.60E-02	2.57E-02	2.77E-02
1.500	8.000	1.23E-01	7.61E-02	1.60E-02	2.18E-02	3.00E-02
1.500	9.000	1.21E-01	8.02E-02	1.60E-02	1.86E-02	3.21E-02
1.500	10.000	1.19E-01	8.38E-02	1.60E-02	1.60E-02	3.39E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M7 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.500	1.400	2.88E-01	3.81E-02	1.89E-02	1.19E-01	9.62E-03
1.500	1.500	2.74E-01	3.92E-02	1.89E-02	1.12E-01	1.02E-02
1.500	1.600	2.63E-01	4.02E-02	1.89E-02	1.06E-01	1.07E-02
1.500	1.800	2.43E-01	4.23E-02	1.89E-02	9.54E-02	1.17E-02
1.500	2.000	2.27E-01	4.44E-02	1.89E-02	8.68E-02	1.27E-02
1.500	2.500	1.99E-01	4.91E-02	1.89E-02	7.08E-02	1.51E-02
1.500	3.000	1.81E-01	5.36E-02	1.89E-02	5.97E-02	1.74E-02
1.500	3.500	1.68E-01	5.78E-02	1.89E-02	5.15E-02	1.95E-02
1.500	4.000	1.59E-01	6.17E-02	1.89E-02	4.51E-02	2.14E-02
1.500	5.000	1.46E-01	6.88E-02	1.89E-02	3.58E-02	2.50E-02
1.500	6.000	1.38E-01	7.51E-02	1.89E-02	2.92E-02	2.81E-02
1.500	7.000	1.33E-01	8.05E-02	1.89E-02	2.43E-02	3.08E-02
1.500	8.000	1.30E-01	8.53E-02	1.89E-02	2.05E-02	3.32E-02
1.500	9.000	1.28E-01	8.96E-02	1.89E-02	1.75E-02	3.54E-02
1.500	10.000	1.26E-01	9.32E-02	1.89E-02	1.49E-02	3.72E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M8 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.500	1.400	2.91E-01	4.54E-02	2.29E-02	1.18E-01	1.12E-02
1.500	1.500	2.78E-01	4.67E-02	2.29E-02	1.11E-01	1.19E-02
1.500	1.600	2.66E-01	4.79E-02	2.29E-02	1.04E-01	1.25E-02
1.500	1.800	2.47E-01	5.03E-02	2.29E-02	9.37E-02	1.37E-02
1.500	2.000	2.32E-01	5.26E-02	2.29E-02	8.50E-02	1.48E-02
1.500	2.500	2.04E-01	5.81E-02	2.29E-02	6.90E-02	1.76E-02
1.500	3.000	1.87E-01	6.32E-02	2.29E-02	5.79E-02	2.01E-02
1.500	3.500	1.74E-01	6.79E-02	2.29E-02	4.97E-02	2.25E-02
1.500	4.000	1.65E-01	7.21E-02	2.29E-02	4.33E-02	2.46E-02
1.500	5.000	1.54E-01	7.99E-02	2.29E-02	3.41E-02	2.85E-02
1.500	6.000	1.47E-01	8.66E-02	2.29E-02	2.76E-02	3.18E-02
1.500	7.000	1.42E-01	9.21E-02	2.29E-02	2.28E-02	3.46E-02
1.500	8.000	1.39E-01	9.72E-02	2.29E-02	1.91E-02	3.71E-02
1.500	9.000	1.37E-01	1.01E-01	2.29E-02	1.62E-02	3.92E-02
1.500	10.000	1.35E-01	1.05E-01	2.29E-02	1.38E-02	4.11E-02
------	-------	--------	--------	--------	--------	--------

*************************
* Layers:	MT2-MT1 *
*************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.500	1.400	3.50E-01	1.29E-01	7.35E-02	1.06E-01	2.78E-02
1.500	1.500	3.38E-01	1.32E-01	7.35E-02	9.87E-02	2.91E-02
1.500	1.600	3.28E-01	1.34E-01	7.35E-02	9.24E-02	3.03E-02
1.500	1.800	3.11E-01	1.39E-01	7.35E-02	8.20E-02	3.26E-02
1.500	2.000	2.99E-01	1.43E-01	7.35E-02	7.36E-02	3.47E-02
1.500	2.500	2.76E-01	1.52E-01	7.35E-02	5.82E-02	3.94E-02
1.500	3.000	2.63E-01	1.60E-01	7.35E-02	4.78E-02	4.33E-02
1.500	3.500	2.54E-01	1.67E-01	7.35E-02	4.01E-02	4.66E-02
1.500	4.000	2.47E-01	1.73E-01	7.35E-02	3.44E-02	4.95E-02
1.500	5.000	2.39E-01	1.82E-01	7.35E-02	2.63E-02	5.42E-02
1.500	6.000	2.35E-01	1.90E-01	7.35E-02	2.07E-02	5.80E-02
1.500	7.000	2.32E-01	1.96E-01	7.35E-02	1.67E-02	6.10E-02
1.500	8.000	2.31E-01	2.00E-01	7.35E-02	1.36E-02	6.34E-02
1.500	9.000	2.29E-01	2.04E-01	7.35E-02	1.12E-02	6.54E-02
1.500	10.000	2.29E-01	2.08E-01	7.35E-02	9.37E-03	6.71E-02
------	-------	--------	--------	--------	--------	--------

***********************************
* Layers:	ALRDL-FIELD_OXIDE *
***********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.500	1.400	1.72E-01	1.19E-02	4.88E-03	7.40E-02	3.52E-03
1.500	1.500	1.65E-01	1.22E-02	4.88E-03	7.05E-02	3.66E-03
1.500	1.600	1.59E-01	1.25E-02	4.88E-03	6.73E-02	3.81E-03
1.500	1.800	1.48E-01	1.31E-02	4.88E-03	6.19E-02	4.10E-03
1.500	2.000	1.39E-01	1.36E-02	4.88E-03	5.74E-02	4.38E-03
1.500	2.500	1.22E-01	1.51E-02	4.88E-03	4.89E-02	5.09E-03
1.500	3.000	1.11E-01	1.65E-02	4.88E-03	4.28E-02	5.81E-03
1.500	3.500	1.02E-01	1.79E-02	4.88E-03	3.82E-02	6.50E-03
1.500	4.000	9.53E-02	1.92E-02	4.88E-03	3.45E-02	7.17E-03
1.500	5.000	8.56E-02	2.19E-02	4.88E-03	2.89E-02	8.49E-03
1.500	6.000	7.91E-02	2.44E-02	4.88E-03	2.48E-02	9.75E-03
1.500	7.000	7.45E-02	2.67E-02	4.88E-03	2.16E-02	1.09E-02
1.500	8.000	7.11E-02	2.88E-02	4.88E-03	1.90E-02	1.19E-02
1.500	9.000	6.85E-02	3.10E-02	4.88E-03	1.69E-02	1.31E-02
1.500	10.000	6.65E-02	3.29E-02	4.88E-03	1.51E-02	1.40E-02
------	-------	--------	--------	--------	--------	--------

*********************************************
* Layers:	ALRDL-POLY (on FIELD OXIDE) *
*********************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.500	1.400	1.72E-01	1.23E-02	5.08E-03	7.39E-02	3.59E-03
1.500	1.500	1.65E-01	1.26E-02	5.08E-03	7.04E-02	3.74E-03
1.500	1.600	1.59E-01	1.29E-02	5.08E-03	6.72E-02	3.90E-03
1.500	1.800	1.48E-01	1.35E-02	5.08E-03	6.18E-02	4.19E-03
1.500	2.000	1.39E-01	1.41E-02	5.08E-03	5.73E-02	4.49E-03
1.500	2.500	1.22E-01	1.55E-02	5.08E-03	4.88E-02	5.23E-03
1.500	3.000	1.11E-01	1.70E-02	5.08E-03	4.27E-02	5.98E-03
1.500	3.500	1.02E-01	1.85E-02	5.08E-03	3.81E-02	6.69E-03
1.500	4.000	9.54E-02	1.99E-02	5.08E-03	3.43E-02	7.39E-03
1.500	5.000	8.58E-02	2.26E-02	5.08E-03	2.87E-02	8.76E-03
1.500	6.000	7.94E-02	2.52E-02	5.08E-03	2.46E-02	1.00E-02
1.500	7.000	7.48E-02	2.75E-02	5.08E-03	2.14E-02	1.12E-02
1.500	8.000	7.14E-02	2.97E-02	5.08E-03	1.88E-02	1.23E-02
1.500	9.000	6.89E-02	3.21E-02	5.08E-03	1.66E-02	1.35E-02
1.500	10.000	6.69E-02	3.41E-02	5.08E-03	1.48E-02	1.45E-02
------	-------	--------	--------	--------	--------	--------

**************************
* Layers:	ALRDL-M1 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.500	1.400	1.72E-01	1.28E-02	5.37E-03	7.38E-02	3.69E-03
1.500	1.500	1.65E-01	1.31E-02	5.37E-03	7.02E-02	3.85E-03
1.500	1.600	1.59E-01	1.34E-02	5.37E-03	6.70E-02	4.00E-03
1.500	1.800	1.48E-01	1.40E-02	5.37E-03	6.16E-02	4.32E-03
1.500	2.000	1.39E-01	1.46E-02	5.37E-03	5.72E-02	4.64E-03
1.500	2.500	1.22E-01	1.62E-02	5.37E-03	4.87E-02	5.42E-03
1.500	3.000	1.11E-01	1.78E-02	5.37E-03	4.25E-02	6.21E-03
1.500	3.500	1.02E-01	1.93E-02	5.37E-03	3.78E-02	6.96E-03
1.500	4.000	9.56E-02	2.08E-02	5.37E-03	3.41E-02	7.70E-03
1.500	5.000	8.61E-02	2.37E-02	5.37E-03	2.84E-02	9.14E-03
1.500	6.000	7.98E-02	2.63E-02	5.37E-03	2.43E-02	1.05E-02
1.500	7.000	7.53E-02	2.89E-02	5.37E-03	2.11E-02	1.18E-02
1.500	8.000	7.20E-02	3.11E-02	5.37E-03	1.84E-02	1.29E-02
1.500	9.000	6.95E-02	3.35E-02	5.37E-03	1.63E-02	1.41E-02
1.500	10.000	6.76E-02	3.56E-02	5.37E-03	1.44E-02	1.51E-02
------	-------	--------	--------	--------	--------	--------

**************************
* Layers:	ALRDL-M2 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.500	1.400	1.72E-01	1.32E-02	5.65E-03	7.37E-02	3.77E-03
1.500	1.500	1.65E-01	1.36E-02	5.65E-03	7.01E-02	3.95E-03
1.500	1.600	1.59E-01	1.39E-02	5.65E-03	6.69E-02	4.12E-03
1.500	1.800	1.48E-01	1.46E-02	5.65E-03	6.15E-02	4.46E-03
1.500	2.000	1.39E-01	1.52E-02	5.65E-03	5.70E-02	4.79E-03
1.500	2.500	1.22E-01	1.69E-02	5.65E-03	4.85E-02	5.63E-03
1.500	3.000	1.11E-01	1.85E-02	5.65E-03	4.23E-02	6.43E-03
1.500	3.500	1.02E-01	2.01E-02	5.65E-03	3.76E-02	7.22E-03
1.500	4.000	9.58E-02	2.17E-02	5.65E-03	3.39E-02	8.00E-03
1.500	5.000	8.64E-02	2.47E-02	5.65E-03	2.82E-02	9.51E-03
1.500	6.000	8.00E-02	2.74E-02	5.65E-03	2.39E-02	1.09E-02
1.500	7.000	7.57E-02	3.01E-02	5.65E-03	2.08E-02	1.22E-02
1.500	8.000	7.24E-02	3.25E-02	5.65E-03	1.81E-02	1.34E-02
1.500	9.000	7.00E-02	3.49E-02	5.65E-03	1.59E-02	1.46E-02
1.500	10.000	6.82E-02	3.72E-02	5.65E-03	1.41E-02	1.58E-02
------	-------	--------	--------	--------	--------	--------

**************************
* Layers:	ALRDL-M3 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.500	1.400	1.72E-01	1.38E-02	5.97E-03	7.35E-02	3.89E-03
1.500	1.500	1.65E-01	1.41E-02	5.97E-03	7.00E-02	4.07E-03
1.500	1.600	1.59E-01	1.45E-02	5.97E-03	6.68E-02	4.25E-03
1.500	1.800	1.48E-01	1.52E-02	5.97E-03	6.14E-02	4.61E-03
1.500	2.000	1.39E-01	1.59E-02	5.97E-03	5.69E-02	4.96E-03
1.500	2.500	1.23E-01	1.77E-02	5.97E-03	4.83E-02	5.84E-03
1.500	3.000	1.11E-01	1.93E-02	5.97E-03	4.21E-02	6.69E-03
1.500	3.500	1.03E-01	2.10E-02	5.97E-03	3.74E-02	7.53E-03
1.500	4.000	9.61E-02	2.26E-02	5.97E-03	3.37E-02	8.34E-03
1.500	5.000	8.67E-02	2.58E-02	5.97E-03	2.79E-02	9.90E-03
1.500	6.000	8.06E-02	2.87E-02	5.97E-03	2.37E-02	1.14E-02
1.500	7.000	7.62E-02	3.15E-02	5.97E-03	2.04E-02	1.28E-02
1.500	8.000	7.30E-02	3.40E-02	5.97E-03	1.78E-02	1.40E-02
1.500	9.000	7.07E-02	3.64E-02	5.97E-03	1.56E-02	1.52E-02
1.500	10.000	6.89E-02	3.87E-02	5.97E-03	1.37E-02	1.64E-02
------	-------	--------	--------	--------	--------	--------

**************************
* Layers:	ALRDL-M4 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.500	1.400	1.72E-01	1.44E-02	6.33E-03	7.34E-02	4.02E-03
1.500	1.500	1.65E-01	1.47E-02	6.33E-03	6.98E-02	4.21E-03
1.500	1.600	1.59E-01	1.51E-02	6.33E-03	6.67E-02	4.40E-03
1.500	1.800	1.48E-01	1.59E-02	6.33E-03	6.12E-02	4.78E-03
1.500	2.000	1.39E-01	1.67E-02	6.33E-03	5.67E-02	5.16E-03
1.500	2.500	1.23E-01	1.85E-02	6.33E-03	4.81E-02	6.08E-03
1.500	3.000	1.11E-01	2.03E-02	6.33E-03	4.19E-02	6.98E-03
1.500	3.500	1.03E-01	2.20E-02	6.33E-03	3.72E-02	7.86E-03
1.500	4.000	9.63E-02	2.38E-02	6.33E-03	3.34E-02	8.71E-03
1.500	5.000	8.72E-02	2.71E-02	6.33E-03	2.76E-02	1.04E-02
1.500	6.000	8.10E-02	3.01E-02	6.33E-03	2.33E-02	1.19E-02
1.500	7.000	7.68E-02	3.30E-02	6.33E-03	2.01E-02	1.33E-02
1.500	8.000	7.37E-02	3.56E-02	6.33E-03	1.74E-02	1.46E-02
1.500	9.000	7.15E-02	3.82E-02	6.33E-03	1.52E-02	1.59E-02
1.500	10.000	6.98E-02	4.05E-02	6.33E-03	1.33E-02	1.71E-02
------	-------	--------	--------	--------	--------	--------

**************************
* Layers:	ALRDL-M5 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.500	1.400	1.72E-01	1.51E-02	6.73E-03	7.32E-02	4.17E-03
1.500	1.500	1.65E-01	1.55E-02	6.73E-03	6.97E-02	4.37E-03
1.500	1.600	1.59E-01	1.59E-02	6.73E-03	6.65E-02	4.57E-03
1.500	1.800	1.48E-01	1.67E-02	6.73E-03	6.11E-02	4.97E-03
1.500	2.000	1.39E-01	1.75E-02	6.73E-03	5.65E-02	5.38E-03
1.500	2.500	1.23E-01	1.94E-02	6.73E-03	4.79E-02	6.34E-03
1.500	3.000	1.12E-01	2.13E-02	6.73E-03	4.17E-02	7.31E-03
1.500	3.500	1.03E-01	2.32E-02	6.73E-03	3.69E-02	8.24E-03
1.500	4.000	9.67E-02	2.50E-02	6.73E-03	3.31E-02	9.14E-03
1.500	5.000	8.76E-02	2.84E-02	6.73E-03	2.72E-02	1.08E-02
1.500	6.000	8.16E-02	3.16E-02	6.73E-03	2.29E-02	1.24E-02
1.500	7.000	7.75E-02	3.47E-02	6.73E-03	1.96E-02	1.40E-02
1.500	8.000	7.45E-02	3.75E-02	6.73E-03	1.69E-02	1.54E-02
1.500	9.000	7.23E-02	4.01E-02	6.73E-03	1.47E-02	1.67E-02
1.500	10.000	7.07E-02	4.24E-02	6.73E-03	1.29E-02	1.79E-02
------	-------	--------	--------	--------	--------	--------

**************************
* Layers:	ALRDL-M6 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.500	1.400	1.72E-01	1.58E-02	7.18E-03	7.31E-02	4.33E-03
1.500	1.500	1.65E-01	1.63E-02	7.18E-03	6.95E-02	4.55E-03
1.500	1.600	1.59E-01	1.67E-02	7.18E-03	6.63E-02	4.76E-03
1.500	1.800	1.48E-01	1.76E-02	7.18E-03	6.09E-02	5.19E-03
1.500	2.000	1.40E-01	1.84E-02	7.18E-03	5.63E-02	5.62E-03
1.500	2.500	1.23E-01	2.05E-02	7.18E-03	4.77E-02	6.66E-03
1.500	3.000	1.12E-01	2.25E-02	7.18E-03	4.14E-02	7.68E-03
1.500	3.500	1.04E-01	2.45E-02	7.18E-03	3.66E-02	8.67E-03
