*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************
*****  SMIC Interconnect Capacitance Table     ************
***********************************************************

Process: 	65nm Mixed Signal Low Leakage 1P10M(1P9M, 1P8M, 1P7M, 1P6M) Salicide, Triple Voltage (1.2V/1.8/2.5V)
Version: 	1.0
Date: 		2009-09-30
Corner:  	Typical
Structure: 	Structure-2 (Parallel lines between two plates)
(Please refer to SMIC SPICE document for the definition of each capacitance)


**************************
* Layers:	M2-M1-AA *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.100	0.200	1.64E-01	4.61E-02	4.69E-02	1.72E-02	1.72E-02	3.56E-02	1.45E-02	1.48E-02
0.100	0.250	1.55E-01	5.10E-02	5.21E-02	1.72E-02	1.72E-02	2.57E-02	1.69E-02	1.74E-02
0.100	0.300	1.50E-01	5.50E-02	5.65E-02	1.72E-02	1.72E-02	1.90E-02	1.89E-02	1.96E-02
0.100	0.400	1.45E-01	6.09E-02	6.29E-02	1.72E-02	1.72E-02	1.07E-02	2.19E-02	2.29E-02
0.100	0.500	1.44E-01	6.46E-02	6.70E-02	1.72E-02	1.72E-02	6.13E-03	2.37E-02	2.49E-02
0.100	0.600	1.43E-01	6.68E-02	6.96E-02	1.72E-02	1.72E-02	3.58E-03	2.48E-02	2.62E-02
0.100	0.800	1.43E-01	6.88E-02	7.19E-02	1.72E-02	1.72E-02	1.37E-03	2.58E-02	2.73E-02
0.100	1.000	1.43E-01	6.95E-02	7.26E-02	1.72E-02	1.72E-02	6.41E-04	2.61E-02	2.77E-02
0.100	1.200	1.43E-01	6.98E-02	7.29E-02	1.72E-02	1.72E-02	3.51E-04	2.63E-02	2.79E-02
0.100	1.400	1.43E-01	6.99E-02	7.30E-02	1.72E-02	1.72E-02	2.35E-04	2.63E-02	2.79E-02
0.100	1.600	1.44E-01	6.99E-02	7.32E-02	1.72E-02	1.72E-02	2.34E-04	2.64E-02	2.80E-02
0.100	1.800	1.44E-01	7.01E-02	7.32E-02	1.72E-02	1.72E-02	1.65E-04	2.64E-02	2.80E-02
0.100	2.000	1.43E-01	7.00E-02	7.32E-02	1.72E-02	1.72E-02	9.77E-05	2.64E-02	2.80E-02
0.100	2.500	1.43E-01	7.00E-02	7.32E-02	1.72E-02	1.72E-02	5.03E-05	2.64E-02	2.80E-02
0.100	3.000	1.43E-01	7.01E-02	7.32E-02	1.72E-02	1.72E-02	3.08E-05	2.64E-02	2.80E-02
0.100	4.000	1.43E-01	7.00E-02	7.32E-02	1.72E-02	1.72E-02	1.85E-05	2.64E-02	2.80E-02
0.100	5.000	1.43E-01	7.00E-02	7.32E-02	1.72E-02	1.72E-02	9.43E-06	2.64E-02	2.80E-02
0.100	7.000	1.43E-01	7.00E-02	7.32E-02	1.72E-02	1.72E-02	4.19E-06	2.64E-02	2.80E-02
0.100	10.000	1.43E-01	7.00E-02	7.32E-02	1.72E-02	1.72E-02	2.04E-06	2.64E-02	2.80E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M4-M1-AA *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.090	0.070	2.66E-01	1.74E-02	6.63E-03	7.49E-03	2.65E-03	1.21E-01	4.96E-03	1.99E-03
0.090	0.090	2.24E-01	1.89E-02	7.19E-03	7.49E-03	2.65E-03	9.88E-02	5.70E-03	2.27E-03
0.090	0.100	2.09E-01	1.96E-02	7.46E-03	7.49E-03	2.65E-03	9.08E-02	6.08E-03	2.41E-03
0.090	0.120	1.86E-01	2.10E-02	8.00E-03	7.49E-03	2.65E-03	7.83E-02	6.78E-03	2.68E-03
0.090	0.150	1.62E-01	2.31E-02	8.77E-03	7.49E-03	2.65E-03	6.52E-02	7.82E-03	3.06E-03
0.090	0.180	1.46E-01	2.51E-02	9.52E-03	7.49E-03	2.65E-03	5.58E-02	8.81E-03	3.44E-03
0.090	0.200	1.38E-01	2.64E-02	1.00E-02	7.49E-03	2.65E-03	5.10E-02	9.45E-03	3.68E-03
0.090	0.250	1.24E-01	2.94E-02	1.12E-02	7.49E-03	2.65E-03	4.17E-02	1.10E-02	4.26E-03
0.090	0.300	1.15E-01	3.22E-02	1.23E-02	7.49E-03	2.65E-03	3.50E-02	1.24E-02	4.81E-03
0.090	0.400	1.03E-01	3.73E-02	1.43E-02	7.49E-03	2.65E-03	2.59E-02	1.49E-02	5.82E-03
0.090	0.500	9.74E-02	4.17E-02	1.60E-02	7.49E-03	2.65E-03	1.98E-02	1.71E-02	6.69E-03
0.090	0.600	9.39E-02	4.54E-02	1.75E-02	7.49E-03	2.65E-03	1.55E-02	1.90E-02	7.44E-03
0.090	0.800	9.05E-02	5.11E-02	1.99E-02	7.49E-03	2.65E-03	9.77E-03	2.18E-02	8.62E-03
0.090	1.000	8.91E-02	5.50E-02	2.15E-02	7.49E-03	2.65E-03	6.31E-03	2.37E-02	9.43E-03
0.090	1.200	8.86E-02	5.76E-02	2.26E-02	7.49E-03	2.65E-03	4.17E-03	2.51E-02	9.99E-03
0.090	1.400	8.84E-02	5.94E-02	2.34E-02	7.49E-03	2.65E-03	2.81E-03	2.60E-02	1.04E-02
0.090	1.600	8.84E-02	6.06E-02	2.39E-02	7.49E-03	2.65E-03	1.92E-03	2.66E-02	1.06E-02
0.090	1.800	8.83E-02	6.14E-02	2.43E-02	7.49E-03	2.65E-03	1.33E-03	2.69E-02	1.08E-02
0.090	2.000	8.82E-02	6.18E-02	2.44E-02	7.49E-03	2.65E-03	9.47E-04	2.72E-02	1.09E-02
0.090	2.500	8.82E-02	6.26E-02	2.48E-02	7.49E-03	2.65E-03	4.46E-04	2.75E-02	1.11E-02
0.090	3.000	8.82E-02	6.29E-02	2.49E-02	7.49E-03	2.65E-03	2.33E-04	2.77E-02	1.11E-02
0.090	4.000	8.82E-02	6.30E-02	2.50E-02	7.49E-03	2.65E-03	1.16E-04	2.78E-02	1.12E-02
0.090	5.000	8.82E-02	6.31E-02	2.50E-02	7.49E-03	2.65E-03	7.47E-05	2.78E-02	1.12E-02
0.090	7.000	8.82E-02	6.31E-02	2.50E-02	7.49E-03	2.65E-03	2.39E-05	2.78E-02	1.12E-02
0.090	10.000	8.83E-02	6.32E-02	2.50E-02	7.49E-03	2.65E-03	1.54E-05	2.78E-02	1.12E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M4-M2-AA *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.100	0.080	2.44E-01	1.02E-02	1.19E-02	4.15E-03	5.02E-03	1.11E-01	3.01E-03	3.46E-03
0.100	0.100	2.09E-01	1.09E-02	1.29E-02	4.15E-03	5.02E-03	9.24E-02	3.40E-03	3.92E-03
0.100	0.120	1.84E-01	1.17E-02	1.38E-02	4.15E-03	5.02E-03	7.95E-02	3.77E-03	4.37E-03
0.100	0.130	1.75E-01	1.20E-02	1.42E-02	4.15E-03	5.02E-03	7.44E-02	3.95E-03	4.59E-03
0.100	0.150	1.60E-01	1.28E-02	1.51E-02	4.15E-03	5.02E-03	6.60E-02	4.30E-03	5.02E-03
0.100	0.180	1.43E-01	1.38E-02	1.63E-02	4.15E-03	5.02E-03	5.66E-02	4.82E-03	5.65E-03
0.100	0.200	1.35E-01	1.45E-02	1.71E-02	4.15E-03	5.02E-03	5.17E-02	5.15E-03	6.05E-03
0.100	0.250	1.20E-01	1.60E-02	1.91E-02	4.15E-03	5.02E-03	4.24E-02	5.95E-03	7.03E-03
0.100	0.300	1.10E-01	1.75E-02	2.09E-02	4.15E-03	5.02E-03	3.58E-02	6.70E-03	7.96E-03
0.100	0.400	9.81E-02	2.03E-02	2.43E-02	4.15E-03	5.02E-03	2.67E-02	8.09E-03	9.66E-03
0.100	0.500	9.15E-02	2.28E-02	2.74E-02	4.15E-03	5.02E-03	2.07E-02	9.31E-03	1.12E-02
0.100	0.600	8.76E-02	2.50E-02	3.00E-02	4.15E-03	5.02E-03	1.63E-02	1.04E-02	1.25E-02
0.100	0.800	8.37E-02	2.85E-02	3.42E-02	4.15E-03	5.02E-03	1.05E-02	1.22E-02	1.46E-02
0.100	1.000	8.20E-02	3.10E-02	3.72E-02	4.15E-03	5.02E-03	6.89E-03	1.34E-02	1.61E-02
0.100	1.200	8.13E-02	3.28E-02	3.94E-02	4.15E-03	5.02E-03	4.58E-03	1.43E-02	1.72E-02
0.100	1.400	8.10E-02	3.40E-02	4.08E-02	4.15E-03	5.02E-03	3.09E-03	1.49E-02	1.79E-02
0.100	1.600	8.09E-02	3.49E-02	4.18E-02	4.15E-03	5.02E-03	2.11E-03	1.54E-02	1.84E-02
0.100	1.800	8.09E-02	3.55E-02	4.25E-02	4.15E-03	5.02E-03	1.46E-03	1.57E-02	1.87E-02
0.100	2.000	8.08E-02	3.58E-02	4.29E-02	4.15E-03	5.02E-03	1.02E-03	1.58E-02	1.90E-02
0.100	2.500	8.08E-02	3.63E-02	4.35E-02	4.15E-03	5.02E-03	4.69E-04	1.61E-02	1.92E-02
0.100	3.000	8.08E-02	3.66E-02	4.38E-02	4.15E-03	5.02E-03	2.32E-04	1.62E-02	1.94E-02
0.100	4.000	8.07E-02	3.66E-02	4.39E-02	4.15E-03	5.02E-03	9.79E-05	1.62E-02	1.94E-02
0.100	5.000	8.08E-02	3.67E-02	4.40E-02	4.15E-03	5.02E-03	7.56E-05	1.63E-02	1.95E-02
0.100	7.000	8.08E-02	3.67E-02	4.40E-02	4.15E-03	5.02E-03	2.18E-05	1.63E-02	1.95E-02
0.100	10.000	8.08E-02	3.67E-02	4.40E-02	4.15E-03	5.02E-03	1.48E-05	1.63E-02	1.95E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M4-M3-AA *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.100	0.080	2.51E-01	6.11E-03	3.39E-02	2.62E-03	1.72E-02	1.05E-01	1.75E-03	8.33E-03
0.100	0.100	2.16E-01	6.61E-03	3.68E-02	2.62E-03	1.72E-02	8.65E-02	2.00E-03	9.82E-03
0.100	0.120	1.93E-01	7.10E-03	3.97E-02	2.62E-03	1.72E-02	7.33E-02	2.24E-03	1.13E-02
0.100	0.130	1.85E-01	7.34E-03	4.11E-02	2.62E-03	1.72E-02	6.81E-02	2.36E-03	1.20E-02
0.100	0.150	1.71E-01	7.82E-03	4.38E-02	2.62E-03	1.72E-02	5.95E-02	2.60E-03	1.33E-02
0.100	0.180	1.56E-01	8.50E-03	4.77E-02	2.62E-03	1.72E-02	4.99E-02	2.94E-03	1.52E-02
0.100	0.200	1.49E-01	8.94E-03	5.01E-02	2.62E-03	1.72E-02	4.49E-02	3.16E-03	1.64E-02
0.100	0.250	1.36E-01	9.99E-03	5.52E-02	2.62E-03	1.72E-02	3.55E-02	3.68E-03	1.90E-02
0.100	0.300	1.28E-01	1.09E-02	5.99E-02	2.62E-03	1.72E-02	2.88E-02	4.16E-03	2.14E-02
0.100	0.400	1.20E-01	1.26E-02	6.76E-02	2.62E-03	1.72E-02	2.01E-02	5.00E-03	2.52E-02
0.100	0.500	1.16E-01	1.40E-02	7.32E-02	2.62E-03	1.72E-02	1.46E-02	5.67E-03	2.80E-02
0.100	0.600	1.14E-01	1.50E-02	7.75E-02	2.62E-03	1.72E-02	1.10E-02	6.20E-03	3.01E-02
0.100	0.800	1.13E-01	1.65E-02	8.32E-02	2.62E-03	1.72E-02	6.49E-03	6.96E-03	3.30E-02
0.100	1.000	1.12E-01	1.75E-02	8.65E-02	2.62E-03	1.72E-02	4.03E-03	7.43E-03	3.47E-02
0.100	1.200	1.12E-01	1.81E-02	8.86E-02	2.62E-03	1.72E-02	2.60E-03	7.72E-03	3.57E-02
0.100	1.400	1.12E-01	1.84E-02	8.99E-02	2.62E-03	1.72E-02	1.73E-03	7.91E-03	3.63E-02
0.100	1.600	1.12E-01	1.87E-02	9.07E-02	2.62E-03	1.72E-02	1.18E-03	8.03E-03	3.67E-02
0.100	1.800	1.12E-01	1.88E-02	9.12E-02	2.62E-03	1.72E-02	8.44E-04	8.11E-03	3.70E-02
0.100	2.000	1.12E-01	1.89E-02	9.15E-02	2.62E-03	1.72E-02	6.24E-04	8.16E-03	3.71E-02
0.100	2.500	1.12E-01	1.91E-02	9.20E-02	2.62E-03	1.72E-02	2.97E-04	8.24E-03	3.74E-02
0.100	3.000	1.12E-01	1.92E-02	9.21E-02	2.62E-03	1.72E-02	1.61E-04	8.27E-03	3.75E-02
0.100	4.000	1.12E-01	1.92E-02	9.22E-02	2.62E-03	1.72E-02	1.01E-04	8.28E-03	3.75E-02
0.100	5.000	1.12E-01	1.92E-02	9.23E-02	2.62E-03	1.72E-02	5.26E-05	8.30E-03	3.76E-02
0.100	7.000	1.12E-01	1.92E-02	9.23E-02	2.62E-03	1.72E-02	1.80E-05	8.30E-03	3.76E-02
0.100	10.000	1.12E-01	1.92E-02	9.23E-02	2.62E-03	1.72E-02	1.10E-05	8.31E-03	3.76E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

************************************
* Layers:	M4-M1-POLY (on AA) *
************************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.090	0.070	2.67E-01	2.05E-02	6.39E-03	9.38E-03	2.65E-03	1.20E-01	5.55E-03	1.87E-03
0.090	0.090	2.25E-01	2.23E-02	6.95E-03	9.38E-03	2.65E-03	9.77E-02	6.47E-03	2.15E-03
0.090	0.100	2.10E-01	2.32E-02	7.21E-03	9.38E-03	2.65E-03	8.95E-02	6.92E-03	2.28E-03
0.090	0.120	1.87E-01	2.50E-02	7.75E-03	9.38E-03	2.65E-03	7.70E-02	7.80E-03	2.55E-03
0.090	0.150	1.64E-01	2.75E-02	8.53E-03	9.38E-03	2.65E-03	6.37E-02	9.08E-03	2.94E-03
0.090	0.180	1.48E-01	3.00E-02	9.28E-03	9.38E-03	2.65E-03	5.43E-02	1.03E-02	3.32E-03
0.090	0.200	1.40E-01	3.15E-02	9.77E-03	9.38E-03	2.65E-03	4.94E-02	1.11E-02	3.56E-03
0.090	0.250	1.26E-01	3.52E-02	1.09E-02	9.38E-03	2.65E-03	4.00E-02	1.29E-02	4.14E-03
0.090	0.300	1.17E-01	3.86E-02	1.20E-02	9.38E-03	2.65E-03	3.34E-02	1.46E-02	4.69E-03
0.090	0.400	1.07E-01	4.46E-02	1.40E-02	9.38E-03	2.65E-03	2.42E-02	1.76E-02	5.68E-03
0.090	0.500	1.02E-01	4.95E-02	1.57E-02	9.38E-03	2.65E-03	1.81E-02	2.01E-02	6.52E-03
0.090	0.600	9.85E-02	5.36E-02	1.71E-02	9.38E-03	2.65E-03	1.39E-02	2.21E-02	7.23E-03
0.090	0.800	9.58E-02	5.96E-02	1.92E-02	9.38E-03	2.65E-03	8.46E-03	2.51E-02	8.29E-03
0.090	1.000	9.47E-02	6.35E-02	2.06E-02	9.38E-03	2.65E-03	5.30E-03	2.71E-02	8.99E-03
0.090	1.200	9.44E-02	6.60E-02	2.15E-02	9.38E-03	2.65E-03	3.41E-03	2.83E-02	9.45E-03
0.090	1.400	9.42E-02	6.76E-02	2.21E-02	9.38E-03	2.65E-03	2.25E-03	2.91E-02	9.74E-03
0.090	1.600	9.42E-02	6.86E-02	2.25E-02	9.38E-03	2.65E-03	1.50E-03	2.96E-02	9.94E-03
0.090	1.800	9.42E-02	6.93E-02	2.28E-02	9.38E-03	2.65E-03	1.05E-03	3.00E-02	1.01E-02
0.090	2.000	9.41E-02	6.97E-02	2.29E-02	9.38E-03	2.65E-03	7.48E-04	3.01E-02	1.01E-02
0.090	2.500	9.41E-02	7.03E-02	2.31E-02	9.37E-03	2.65E-03	3.37E-04	3.04E-02	1.03E-02
0.090	3.000	9.41E-02	7.05E-02	2.33E-02	9.38E-03	2.65E-03	1.80E-04	3.06E-02	1.03E-02
0.090	4.000	9.41E-02	7.06E-02	2.33E-02	9.38E-03	2.65E-03	1.18E-04	3.06E-02	1.03E-02
0.090	5.000	9.42E-02	7.07E-02	2.33E-02	9.38E-03	2.65E-03	5.65E-05	3.07E-02	1.03E-02
0.090	7.000	9.41E-02	7.08E-02	2.33E-02	9.38E-03	2.65E-03	1.91E-05	3.07E-02	1.03E-02
0.090	10.000	9.41E-02	7.07E-02	2.33E-02	9.38E-03	2.65E-03	1.16E-05	3.07E-02	1.03E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

************************************
* Layers:	M4-M2-POLY (on AA) *
************************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.100	0.080	2.44E-01	1.10E-02	1.18E-02	4.61E-03	5.02E-03	1.11E-01	3.19E-03	3.37E-03
0.100	0.100	2.09E-01	1.18E-02	1.27E-02	4.61E-03	5.02E-03	9.20E-02	3.61E-03	3.83E-03
0.100	0.120	1.85E-01	1.27E-02	1.36E-02	4.61E-03	5.02E-03	7.91E-02	4.02E-03	4.27E-03
0.100	0.130	1.75E-01	1.31E-02	1.40E-02	4.61E-03	5.02E-03	7.40E-02	4.22E-03	4.49E-03
0.100	0.150	1.60E-01	1.38E-02	1.49E-02	4.61E-03	5.02E-03	6.57E-02	4.61E-03	4.92E-03
0.100	0.180	1.44E-01	1.50E-02	1.61E-02	4.61E-03	5.02E-03	5.62E-02	5.18E-03	5.55E-03
0.100	0.200	1.35E-01	1.57E-02	1.69E-02	4.61E-03	5.02E-03	5.13E-02	5.54E-03	5.95E-03
0.100	0.250	1.20E-01	1.74E-02	1.89E-02	4.61E-03	5.02E-03	4.20E-02	6.41E-03	6.93E-03
0.100	0.300	1.10E-01	1.91E-02	2.07E-02	4.61E-03	5.02E-03	3.53E-02	7.24E-03	7.85E-03
0.100	0.400	9.87E-02	2.21E-02	2.41E-02	4.61E-03	5.02E-03	2.62E-02	8.76E-03	9.56E-03
0.100	0.500	9.22E-02	2.48E-02	2.71E-02	4.61E-03	5.02E-03	2.01E-02	1.01E-02	1.11E-02
0.100	0.600	8.84E-02	2.72E-02	2.97E-02	4.61E-03	5.02E-03	1.58E-02	1.13E-02	1.24E-02
0.100	0.800	8.47E-02	3.09E-02	3.39E-02	4.61E-03	5.02E-03	9.96E-03	1.31E-02	1.44E-02
0.100	1.000	8.32E-02	3.36E-02	3.68E-02	4.61E-03	5.02E-03	6.41E-03	1.45E-02	1.59E-02
0.100	1.200	8.25E-02	3.54E-02	3.88E-02	4.61E-03	5.02E-03	4.18E-03	1.54E-02	1.69E-02
0.100	1.400	8.23E-02	3.66E-02	4.01E-02	4.61E-03	5.02E-03	2.77E-03	1.60E-02	1.76E-02
0.100	1.600	8.22E-02	3.75E-02	4.11E-02	4.61E-03	5.02E-03	1.85E-03	1.64E-02	1.80E-02
0.100	1.800	8.22E-02	3.80E-02	4.17E-02	4.61E-03	5.02E-03	1.26E-03	1.67E-02	1.83E-02
0.100	2.000	8.21E-02	3.84E-02	4.20E-02	4.61E-03	5.02E-03	8.77E-04	1.69E-02	1.85E-02
0.100	2.500	8.21E-02	3.88E-02	4.25E-02	4.61E-03	5.02E-03	3.90E-04	1.71E-02	1.87E-02
0.100	3.000	8.22E-02	3.90E-02	4.27E-02	4.61E-03	5.02E-03	1.92E-04	1.72E-02	1.89E-02
0.100	4.000	8.21E-02	3.91E-02	4.28E-02	4.61E-03	5.02E-03	8.74E-05	1.72E-02	1.89E-02
0.100	5.000	8.21E-02	3.92E-02	4.29E-02	4.61E-03	5.02E-03	6.17E-05	1.73E-02	1.89E-02
0.100	7.000	8.21E-02	3.92E-02	4.29E-02	4.61E-03	5.02E-03	1.80E-05	1.73E-02	1.89E-02
0.100	10.000	8.21E-02	3.92E-02	4.29E-02	4.61E-03	5.02E-03	1.26E-05	1.73E-02	1.89E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

************************************
* Layers:	M4-M3-POLY (on AA) *
************************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.100	0.080	2.51E-01	6.45E-03	3.37E-02	2.80E-03	1.72E-02	1.05E-01	1.83E-03	8.26E-03
0.100	0.100	2.16E-01	6.99E-03	3.67E-02	2.80E-03	1.72E-02	8.64E-02	2.10E-03	9.76E-03
0.100	0.120	1.93E-01	7.51E-03	3.96E-02	2.80E-03	1.72E-02	7.32E-02	2.36E-03	1.12E-02
0.100	0.130	1.85E-01	7.76E-03	4.10E-02	2.80E-03	1.72E-02	6.80E-02	2.48E-03	1.19E-02
0.100	0.150	1.71E-01	8.26E-03	4.37E-02	2.80E-03	1.72E-02	5.94E-02	2.73E-03	1.32E-02
0.100	0.180	1.56E-01	8.98E-03	4.75E-02	2.80E-03	1.72E-02	4.97E-02	3.09E-03	1.51E-02
0.100	0.200	1.49E-01	9.45E-03	4.99E-02	2.80E-03	1.72E-02	4.47E-02	3.33E-03	1.63E-02
0.100	0.250	1.36E-01	1.06E-02	5.50E-02	2.80E-03	1.72E-02	3.53E-02	3.88E-03	1.89E-02
0.100	0.300	1.29E-01	1.16E-02	5.97E-02	2.80E-03	1.72E-02	2.87E-02	4.39E-03	2.13E-02
0.100	0.400	1.20E-01	1.33E-02	6.74E-02	2.80E-03	1.72E-02	1.99E-02	5.27E-03	2.51E-02
0.100	0.500	1.17E-01	1.48E-02	7.29E-02	2.80E-03	1.72E-02	1.44E-02	5.98E-03	2.79E-02
0.100	0.600	1.15E-01	1.59E-02	7.72E-02	2.80E-03	1.72E-02	1.08E-02	6.55E-03	3.00E-02
0.100	0.800	1.13E-01	1.75E-02	8.30E-02	2.80E-03	1.72E-02	6.29E-03	7.34E-03	3.29E-02
0.100	1.000	1.12E-01	1.85E-02	8.62E-02	2.80E-03	1.72E-02	3.85E-03	7.83E-03	3.45E-02
0.100	1.200	1.12E-01	1.91E-02	8.81E-02	2.80E-03	1.72E-02	2.45E-03	8.13E-03	3.55E-02
0.100	1.400	1.12E-01	1.94E-02	8.93E-02	2.80E-03	1.72E-02	1.61E-03	8.32E-03	3.61E-02
0.100	1.600	1.12E-01	1.97E-02	9.01E-02	2.80E-03	1.72E-02	1.09E-03	8.44E-03	3.65E-02
0.100	1.800	1.12E-01	1.98E-02	9.06E-02	2.80E-03	1.72E-02	7.68E-04	8.52E-03	3.67E-02
0.100	2.000	1.12E-01	1.99E-02	9.09E-02	2.80E-03	1.72E-02	5.58E-04	8.57E-03	3.68E-02
0.100	2.500	1.12E-01	2.01E-02	9.13E-02	2.80E-03	1.72E-02	2.55E-04	8.65E-03	3.71E-02
0.100	3.000	1.12E-01	2.02E-02	9.15E-02	2.80E-03	1.72E-02	1.42E-04	8.68E-03	3.72E-02
0.100	4.000	1.12E-01	2.02E-02	9.15E-02	2.80E-03	1.72E-02	9.38E-05	8.69E-03	3.72E-02
0.100	5.000	1.12E-01	2.02E-02	9.16E-02	2.80E-03	1.72E-02	4.39E-05	8.70E-03	3.72E-02
0.100	7.000	1.12E-01	2.02E-02	9.17E-02	2.80E-03	1.72E-02	1.58E-05	8.71E-03	3.72E-02
0.100	10.000	1.12E-01	2.02E-02	9.16E-02	2.80E-03	1.72E-02	9.15E-06	8.71E-03	3.72E-02
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------

**************************
* Layers:	M4-M2-M1 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ctop 		Cb_area		Ct_area		 Ccoup 		  Csd  		  Csu  
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
-------	-------	--------	--------	--------	--------	--------	--------	--------	--------
0.100	0.080	2.51E-01	3.21E-02	1.04E-02	1.72E-02	5.02E-03	1.04E-01	7.43E-03	2.68E-03
0.100	0.100	2.17E-01	3.49E-02	1.13E-02	1.72E-02	5.02E-03	8.53E-02	8.86E-03	3.14E-03
0.100	0.120	1.94E-01	3.76E-02	1.22E-02	1.72E-02	5.02E-03	7.20E-02	1.02E-02	3.58E-03
0.100	0.130	1.85E-01	3.90E-02	1.26E-02	1.72E-02	5.02E-03	6.68E-02	1.09E-02	3.79E-03
0.100	0.150	1.71E-01	4.15E-02	1.35E-02	1.72E-02	5.02E-03	5.81E-02	1.22E-02	4.22E-03
0.100	0.180	1.56E-01	4.51E-02	1.47E-02	1.72E-02	5.02E-03	4.83E-02	1.39E-02	4.85E-03
0.100	0.200	1.49E-01	4.73E-02	1.55E-02	1.72E-02	5.02E-03	4.32E-02	1.51E-02	5.26E-03
0.100	0.250	1.37E-01	5.22E-02	1.75E-02	1.72E-02	5.02E-03	3.36E-02	1.75E-02	6.23E-03
0.100	0.300	1.29E-01	5.65E-02	1.93E-02	1.72E-02	5.02E-03	2.69E-02	1.96E-02	7.14E-03
0.100	0.400	1.22E-01	6.33E-02	2.24E-02	1.72E-02	5.02E-03	1.80E-02	2.30E-02	8.70E-03
0.100	0.500	1.18E-01	6.82E-02	2.48E-02	1.72E-02	5.02E-03	1.24E-02	2.55E-02	9.90E-03
0.100	0.600	1.16E-01	7.20E-02	2.67E-02	1.72E-02	5.02E-03	8.75E-03	2.74E-02	1.08E-02
0.100	0.800	1.15E-01	7.69E-02	2.92E-02	1.72E-02	5.02E-03	4.48E-03	2.99E-02	1.21E-02
0.100	1.000	1.15E-01	7.92E-02	3.05E-02	1.72E-02	5.02E-03	2.41E-03	3.10E-02	1.27E-02
0.100	1.200	1.14E-01	8.06E-02	3.12E-02	1.72E-02	5.02E-03	1.35E-03	3.17E-02	1.31E-02
0.100	1.400	1.14E-01	8.13E-02	3.16E-02	1.72E-02	5.02E-03	8.13E-04	3.20E-02	1.33E-02
0.100	1.600	1.15E-01	8.18E-02	3.19E-02	1.72E-02	5.02E-03	4.96E-04	3.23E-02	1.34E-02
0.100	1.800	1.15E-01	8.21E-02	3.20E-02	1.72E-02	5.02E-03	3.24E-04	3.25E-02	1.35E-02
0.100	2.000	1.14E-01	8.20E-02	3.20E-02	1.72E-02	5.02E-03	2.47E-04	3.24E-02	1.35E-02
